Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
47,1,3326,0.000662319,4.008933127797482e-06,47,0.066231888
47,1,3327,0.000712499,2.028887065051032e-06,47,0.071249915
47,1,3328,0.000739333,1.7159383568295387e-06,47,0.073933333
47,2,3326,0,0,37,0
47,2,3327,0.001070192,4.398802529863912e-06,37,0.107019194
47,2,3328,0.001191,5.233439489371649e-06,37,0.1191
47,3,3326,0,0,27,0
47,3,3327,0.002570681,2.913312478664046e-05,27,0.257068096
47,3,3328,0.007184333,1.6224124698183934e-05,27,0.718433333
47,4,3326,0,0,17,0
47,4,3327,0,0,17,0
47,4,3328,0.002171667,3.158322339470487e-05,17,0.217166667
47,5,3326,0,0,7,0
47,5,3327,0,0,7,0
47,5,3328,0,0,7,0
48,1,3326,0.00063351,5.45980919019845e-06,48,0.063351048
48,1,3327,0.000685633,2.6643782617933227e-06,48,0.068563334
48,1,3328,0.00071,1.3944333775488244e-06,48,0.071
48,2,3326,0,0,38,0
48,2,3327,0.00102734,5.237779601329719e-06,38,0.102733985
48,2,3328,0.001172667,1.452966314513977e-06,38,0.117266667
48,3,3326,0,0,28,0
48,3,3327,0.000696735,1.0869344462408825e-05,28,0.069673492
48,3,3328,0.001785333,9.180292902606173e-06,28,0.178533333
48,4,3326,0,0,18,0
48,4,3327,0,0,18,0
48,4,3328,0.005579,3.418332927026153e-05,18,0.5579
48,5,3326,0,0,8,0
48,5,3327,0,0,8,0
48,5,3328,0,0,8,0
49,1,3326,0.000582753,3.841120290164297e-06,49,0.058275282
49,1,3327,0.000653661,1.9035237734151095e-06,49,0.06536608
49,1,3328,0.000674,2.273030282832458e-06,49,0.0674
49,2,3326,0,0,39,0
49,2,3327,0.001012908,5.04602965557935e-06,39,0.10129078
49,2,3328,0.001016667,6.03232035695173e-06,39,0.101666667
49,3,3326,0,0,29,0
49,3,3327,0.000856376,7.418976566397619e-06,29,0.085637558
49,3,3328,0.001715667,6.446359868601419e-06,29,0.171566667
49,4,3326,0,0,19,0
49,4,3327,0,0,19,0
49,4,3328,0.011103667,3.9261940858795945e-05,19,1.110366667
49,5,3326,0,0,9,0
49,5,3327,0,0,9,0
49,5,3328,0,0,9,0
50,1,3326,0.000532544,6.0795385733988645e-06,50,0.053254389
50,1,3327,0.000635454,1.0877278705268948e-06,50,0.063545422
50,1,3328,0.000648333,1.5811388300789139e-06,50,0.064833333
50,2,3326,0,0,40,0
50,2,3327,0.00101313,4.652077013805103e-06,40,0.101312983
50,2,3328,0.001025667,2.5603819159481503e-06,40,0.102566667
50,3,3326,0,0,30,0
50,3,3327,0.001122591,7.75045862862323e-06,30,0.112259137
50,3,3328,0.001657333,6.069047152010223e-06,30,0.165733333
50,4,3326,0,0,20,0
50,4,3327,0,0,20,0
50,4,3328,0.011399333,5.7207225650841636e-05,20,1.139933333
50,5,3326,0,0,10,0
50,5,3327,0,0,10,0
50,5,3328,1.7666666666666668e-05,1.354006400772661e-06,10,0.001766667
50,6,3326,0,0,0,0
50,6,3327,0,0,0,0
50,6,3328,0,0,0,0
51,1,3326,0.000429108,6.795746275630875e-06,51,0.042910801
51,1,3327,0.000610809,8.15795902889881e-07,51,0.061080872
51,1,3328,0.00062,5.270462766894484e-07,51,0.062
51,2,3326,0,0,41,0
51,2,3327,0.000962951,5.142798384016447e-06,41,0.096295071
51,2,3328,0.001024667,3.333333333400341e-07,41,0.102466667
51,3,3326,0,0,31,0
51,3,3327,0.001130585,8.829766800349917e-06,31,0.113058451
51,3,3328,0.001547667,3.0092450142144145e-06,31,0.154766667
51,4,3326,0,0,21,0
51,4,3327,4.618255653755163e-05,3.887137247677627e-06,21,0.004618256
51,4,3328,0.01075,5.2699356943153655e-05,21,1.075
51,5,3326,0,0,11,0
51,5,3327,0,0,11,0
51,5,3328,0.001823667,2.2375581929105054e-05,11,0.182366667
51,6,3326,0,0,1,0
51,6,3327,0,0,1,0
51,6,3328,0,0,1,0
52,1,3326,0.000267781,6.156439411084143e-06,52,0.026778096
52,1,3327,0.000579502,7.021253213045658e-07,52,0.057950227
52,1,3328,0.000588,6.236095644747909e-07,52,0.0588
52,2,3326,0,0,42,0
52,2,3327,0.000915658,3.282013448246476e-06,42,0.0915658
52,2,3328,0.000974667,3.3333333333999236e-07,42,0.097466667
52,3,3326,0,0,32,0
52,3,3327,0.001150567,1.1060423986463935e-05,32,0.115056735
52,3,3328,0.001448333,3.027650354100244e-06,32,0.144833333
52,4,3326,0,0,22,0
52,4,3327,0.002019155,2.5301853388256786e-05,22,0.201915466
