Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
46,4,3327,0.016350179234945937,2.964224761750918e-05,16,1.635017923
46,4,3328,0.056545333,1.6644985898331095e-05,16,5.654533333
46,5,3326,0,0,6,0
46,5,3327,0,0,6,0
46,5,3328,0,0,6,0
47,1,3326,0.000618146,7.88771665233078e-06,47,0.0618146
47,1,3327,0.00075735,5.438639352726204e-07,47,0.075734952
47,1,3328,0.000758333,0,47,0.075833333
47,2,3326,0.000922143,8.20119523461674e-06,37,0.092214324
47,2,3327,0.001251148,0,37,0.125114763
47,2,3328,0.001250667,6.666666666574782e-07,37,0.125066667
47,3,3326,0,0,27,0
47,3,3327,0.007718926,7.570265592435261e-06,27,0.771892586
47,3,3328,0.007304,1.4884742374508011e-05,27,0.7304
47,4,3326,0,0,17,0
47,4,3327,0.012261247,2.9306058232956306e-05,17,1.226124673
47,4,3328,0.047253666666666624,1.1185307823716948e-05,17,4.725366667
47,5,3326,0,0,7,0
47,5,3327,0,0,7,0
47,5,3328,0,0,7,0
48,1,3326,0.000589338,7.803764107654731e-06,48,0.05893376
48,1,3327,0.000719382,4.964775759149001e-07,48,0.071938213
48,1,3328,0.000721667,0,48,0.072166667
48,2,3326,0.000879342,7.3875235023445585e-06,38,0.087934218
48,2,3327,0.001190089,0,38,0.119008896
48,2,3328,0.001189,6.666666666800208e-07,38,0.1189
48,3,3326,0,0,28,0
48,3,3327,0.001908583,4.649427012428271e-06,28,0.190858296
48,3,3328,0.001808,9.210501253101987e-06,28,0.1808
48,4,3326,0,0,18,0
48,4,3327,0.01038508,4.021713531641575e-05,18,1.038508037
48,4,3328,0.039514,5.044248650146706e-06,18,3.9514
48,5,3326,0,0,8,0
48,5,3327,0,0,8,0
48,5,3328,0.017465,9.372240334567845e-05,8,1.7465
49,1,3326,0.000579186,6.337195193367969e-06,49,0.057918607
49,1,3327,0.000684301,5.660715311964421e-07,49,0.068430115
49,1,3328,0.000686667,0,49,0.068666667
49,2,3326,0.000903761,3.6139289646037747e-06,39,0.090376073
49,2,3327,0.001132361,0,39,0.113236076
49,2,3328,0.001131333,3.333333333200396e-07,39,0.113133333
49,3,3326,2.743657350120858e-07,2.7436573501208586e-07,29,2.74366E-05
49,3,3327,0.001833758,2.795305434783597e-06,29,0.183375834
49,3,3328,0.001769667,4.636809247748228e-06,29,0.176966667
49,4,3326,0,0,19,0
49,4,3327,0.011788986,1.709210134310678e-05,19,1.178898568
49,4,3328,0.033067667,5.338539126012612e-06,19,3.306766667
49,5,3326,0,0,9,0
49,5,3327,0,0,9,0
49,5,3328,0.082709333,0.000114938,9,8.270933333
50,1,3326,0.000598117,2.415353624729125e-06,50,0.05981173
50,1,3327,0.000652107,2.719319676363167e-07,50,0.065210658
50,1,3328,0.000653333,0,50,0.065333333
50,2,3326,0.000987991,3.1402593695284e-06,40,0.098799101
50,2,3327,0.001076853,0,40,0.107685288
50,2,3328,0.001076333,3.333333333199945e-07,40,0.107633333
50,3,3326,1.9479967185858093e-05,3.19962680489869e-06,30,0.001947997
50,3,3327,0.001770479,7.363952494919778e-07,30,0.177047935
50,3,3328,0.001758,2.2607766610383413e-06,30,0.1758
50,4,3326,0,0,20,0
50,4,3327,0.018666190038999782,3.238350867905124e-05,20,1.866619004
50,4,3328,0.027817,5.537749241940003e-06,20,2.7817
50,5,3326,0,0,10,0
50,5,3327,0.10509151584250412,4.3872439895177545e-05,10,10.50915158
50,5,3328,0.12098699999999996,6.955493432452979e-05,10,12.0987
50,6,3326,0,0,0,0
50,6,3327,0,0,0,0
50,6,3328,0,0,0,0
51,1,3326,0.000576991,2.237384859710851e-06,51,0.057699114
51,1,3327,0.000621244,2.7193196763630927e-07,51,0.06212442
51,1,3328,0.000621667,0,51,0.062166667
51,2,3326,0.000961103,1.3441121073655194e-06,41,0.096110317
51,2,3327,0.001024675,0,41,0.102467547
51,2,3328,0.001025,0,41,0.1025
51,3,3326,4.6916540687066675e-05,3.913921212500954e-06,31,0.004691654
51,3,3327,0.001685441,7.36395249488967e-07,31,0.168544128
51,3,3328,0.001676,2.273030282836868e-06,31,0.1676
51,4,3326,0,0,21,0
51,4,3327,0.016152571180530463,2.8184450846104644e-05,21,1.615257118
51,4,3328,0.023265,5.797509043647004e-06,21,2.3265
51,5,3326,0,0,11,0
51,5,3327,0.10496007318158955,5.1415281045109075e-05,11,10.49600732
51,5,3328,0.1109463333333333,2.3066329477306304e-05,11,11.09463333
51,6,3326,0,0,1,0
51,6,3327,0,0,1,0
51,6,3328,0,0,1,0
52,1,3326,0.000558883,2.3199728001159726e-06,52,0.0558883
52,1,3327,0.00059016,2.7193196763632113e-07,52,0.059015978
52,1,3328,0.00059,0,52,0.059
