Timestep,ReleaseNumber,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
97,10,0,0,7,0
98,1,9.108942402401248e-05,2.1949258800966835e-06,98,0.009108942
98,2,7.956606315350489e-05,3.681002605102309e-06,88,0.007956606
98,3,8.615084079379495e-05,3.741849745521898e-06,78,0.008615084
98,4,0.000132793,5.176722334784184e-06,68,0.013279302
98,5,0.000361614,7.970785013226908e-06,58,0.036161404
98,6,0.00051032,1.583259085896767e-05,48,0.051032027
98,7,0.000334726,1.5052655420606056e-05,38,0.03347262
98,8,0.001330125,1.3892771177525308e-05,28,0.133012508
98,9,0,0,18,0
98,10,0,0,8,0
99,1,8.999196108396415e-05,1.599813402449344e-06,99,0.008999196
99,2,8.066352609355323e-05,2.228957768154357e-06,89,0.008066353
99,3,8.615084079379495e-05,3.5349552171262186e-06,79,0.008615084
99,4,0.000130049,5.390431413895199e-06,69,0.013004936
99,5,0.000343506,6.515825188989525e-06,59,0.03435059
99,6,0.000503735,1.789907887772994e-05,49,0.050373549
99,7,0.000341311,1.2288399913599753e-05,39,0.034131097
99,8,0.001349331,1.2674390386722909e-05,29,0.134933068
99,9,1.0974629400483432e-06,1.0974629400483432e-06,19,0.000109746
99,10,0,0,9,0
100,1,9.054069255398832e-05,1.5027630207260433e-06,100,0.009054069
100,2,8.066352609355323e-05,2.228957768154357e-06,90,0.008066353
100,3,8.395591491369826e-05,2.8247681310444825e-06,80,0.008395591
100,4,0.000121818,3.534955217121851e-06,70,0.012181839
100,5,0.000331434,5.8459863729888116e-06,60,0.033143381
100,6,0.000476299,1.7559407040783124e-05,50,0.047629892
100,7,0.000324849,1.3816705374574081e-05,40,0.032484903
100,8,0.001273057,1.0080840805244571e-05,30,0.127305701
100,9,2.1949258800966865e-06,1.5998134024493453e-06,20,0.000219493
100,10,0,0,10,0
100,11,0,0,0,0
101,1,8.944322961393997e-05,2.3918650249758807e-06,101,0.008944323
101,2,8.011479462352906e-05,2.194925880096685e-06,91,0.008011479
101,3,8.395591491369826e-05,1.097462940048346e-06,81,0.008395591
101,4,0.000117429,5.446004340823861e-06,71,0.011742853
101,5,0.000317716,6.457802437981517e-06,61,0.031771552
101,6,0.000445021,1.279262420057613e-05,51,0.044502122
101,7,0.00028534,9.777587985635832e-06,41,0.028534036
101,8,0.001123802,1.4764853800998404e-05,31,0.112380205
101,9,5.487314700241716e-07,5.487314700241716e-07,21,5.48731E-05
101,10,0,0,11,0
101,11,0,0,1,0
102,1,8.669957226381913e-05,2.0531651581712626e-06,102,0.008669957
102,2,7.901733168348071e-05,2.0161681610498135e-06,92,0.007901733
102,3,8.230972050362574e-05,8.676206345443952e-07,82,0.008230972
102,4,0.000111392,5.176722334764361e-06,72,0.011139249
102,5,0.000304546,4.160962389432534e-06,62,0.030454597
102,6,0.000417585,1.0885095314603102e-05,52,0.041758465
102,7,0.000267781,8.120484193495042e-06,42,0.026778096
102,8,0.001011861,1.3112271167005851e-05,32,0.101186083
102,9,5.487314700241716e-07,5.487314700241716e-07,22,5.48731E-05
102,10,0,0,12,0
102,11,0,0,2,0
103,1,8.88944981439158e-05,2.6882242147330857e-06,103,0.00888945
